ID,Abstraction,Prompt,Story
40,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ275文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","昔々、小さな村に一匹の猫がいました。猫の名前はミケです。ミケはとても元気で、毎日村を走り回っていました。ある日、ミケは森の中で小さな男の子を見つけました。男の子は泣いていました。

「どうしたの？」とミケは聞きました。男の子は「友達がいない」と答えました。ミケは考えました。「私が友達になってあげる！」と言いました。

それから、ミケと男の子は毎日遊びました。森でかくれんぼをしたり、花を摘んだりしました。男の子は笑顔になり、毎日楽しく過ごしました。

ある日、男の子は「ありがとう、ミケ。あなたは私の一番の友達だ」と言いました。ミケも嬉しくなり、「私もあなたが大好き！」と返しました。

そして、二人はいつまでも仲良しでした。村の人たちも二人を見て、笑顔になりました。ミケと男の子の友情は、村の大きな宝物になりました。おしまい。"
41,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: あや, たかし
テーマ: 「友情」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","あやとたかしは、幼なじみです。二人は毎日、公園で遊びます。ある日、あやが新しいおもちゃを持ってきました。それは、きれいな風船です。あやは風船を空に飛ばしました。「わあ、きれい！」とたかしは言いました。

でも、風船が高く飛んで行くと、あやは悲しくなりました。「うう、私の風船！」と泣きました。たかしはあやの手をとり、「大丈夫。風船は空の友達になったよ！」と言いました。

あやは少し笑いました。「本当に？」と聞きました。たかしはうんとうなずきました。「また、新しい風船を買おう！」と提案しました。あやは「うん！一緒に買いに行こう！」と元気に言いました。

二人は、友情を大切にすることを決めました。どんな時も、一緒なら楽しいです。彼らはまた、遊び続けました。友情は、心を温かくします。"
41,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""友情""
Characters: あや, たかし

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",あやとたかしは友達だった。ある日、公園で遊んでいると、あやが転んでしまった。たかしはすぐに駆け寄り、「大丈夫？」と聞いた。あやは泣きそうになったが、たかしが手を差し伸べた。二人は笑顔になり、一緒に遊び続けた。友情は深まった。
41,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 先週、楽しい、金曜日、矛盾

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜たばかり
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","先週の金曜日、友達と楽しい時間を過ごした。私たちは公園に行き、ピクニックをした。青い空の下で、お弁当やお菓子を食べて笑った。友達の田中さんは、最近不思議なことを話してくれた。「支店の店長が言っていたことは、少し矛盾している」というのだ。どういうことか、私は興味を持った。

田中さんは、金曜日に新しい商品が出ると聞いた。しかし、店長は「売れない」とも言った。おかしいと思ったが、彼は真剣な顔をしていた。私は「それは、どうして？」と尋ねた。すると、田中さんは「実は、彼が言ったことを私も聞いたばかりなんだ」と答えた。

結局、私たちはその話を笑い飛ばして、楽しい時間を続けた。矛盾した言葉も、友達との時間を大切にすることで忘れられた。"
41,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ225文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、さくらは公園で友達と遊びました。彼女たちは元気に走り、笑いました。さくらは大きな木の下で、友達と一緒にお弁当を食べることにしました。お弁当には、おにぎりとたまご焼きといちごがありました。

みんなでお弁当を食べながら、楽しい話をしました。「来週、海に行こう！」とあかりが言いました。さくらは嬉しくて「いいね！」と言いました。友達はみんな笑顔でうなずきました。

その時、空に大きな雲が出てきました。急に風が強くなり、サッカーボールが飛んできました。さくらはボールをキャッチし、皆でサッカーを始めました。楽しい時間は続きましたが、やがて空はもっと暗くなりました。

友達たちは「また遊ぼうね！」と言って家に帰りました。さくらは幸せな気持ちで、友達と過ごした日を思い出しました。"
42,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: ゆうき, こうた
テーマ: 「冒険」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","ゆうきとこうたは、ある日、森に冒険に行きました。二人は、青い空の下で元気に走りました。森の中には美しい花や小さな動物がいました。

「見て！あそこに大きな木があるよ！」とこうたが言いました。二人はその木に近づきました。木の上には珍しい鳥がいました。「これ、見たことない！」とゆうきが言いました。

突然、鳥が飛び立ちました。「ついて行こう！」と言って、ゆうきとこうたは鳥を追いかけました。鳥は高い山の方に飛んでいきました。二人は、一生懸命に走りました。

山の頂上に着くと、きれいな景色が広がっていました。「わあ、すごい！」とゆうきが叫びました。こうたも笑顔でうなずきました。二人は、鳥を追いかけたおかげで、素敵な景色を見つけました。

「また冒険しよう！」とゆうきが言いました。「うん、次は海に行こう！」とこうたが答えました。二人は楽しい思い出を胸に、新しい冒険を楽しみにしました。"
42,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""冒険""
Characters: ゆうき, こうた

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",ある日、ゆうきとこうたは森で冒険をしました。二人は地図を持ち、宝物を探しました。道は時々難しかったですが、二人は力を合わせて進みました。やっと、大きな木の下で箱を見つけました。中にはお金とおもちゃがありました。二人はとても幸せでした。
42,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 高い、もう、悲しい、肯定

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜たまま
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある日、高い山に登ることを決めた少年がいました。彼は友達と一緒に行きましたが、友達は途中で疲れて、悲しい顔をしました。「もう行けない」と言ったのです。少年は彼を励まし、「君はできる、肯定的に考えてみて」と言いました。

友達は少しずつ元気を取り戻し、二人は山を登りました。山の頂上に着いたとき、少年は嬉しさと達成感でいっぱいになりました。しかし、友達は少し遅れて登り、登ったままその場に座っていました。「ここまで来たのに、残念だよ」と言う友達。少年は彼に微笑み、「一緒にいることが大事だよ」と言いました。山の上から見える景色は本当に美しく、二人はその瞬間を大切にしながら、共に笑いました。"
42,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ300文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に住む男の子、たろうがいました。たろうは友達と一緒に川で遊ぶのが大好きでした。春のある日、たろうと友達は川の近くで大きなカメを見つけました。カメは甲羅に泥がついていて、とてもかわいそうでした。

たろうは友達と一緒にカメを助けることにしました。まず、カメをきれいに洗いました。すると、カメは少し元気になりました。次に、たろうはカメに食べ物をあげました。カメは葉っぱを食べながら、ゆっくりと笑っているようでした。

夕方、カメは元気になりました。たろうはカメを水に戻しました。カメは水の中で泳ぎながら、たろうを振り返りました。たろうはうれしい気持ちになりました。友達と一緒に、カメを助けたことをずっと覚えていました。

村に帰ると、たろうは笑顔で「今日、いいことをした！」と言いました。友達も笑って「またカメを見つけよう！」と言いました。こうして、たろうたちは新しい冒"
43,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: たかし, みゆき
テーマ: 「自然」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","たかしとみゆきは友達です。二人は毎週土曜日に公園に行きます。公園には大きな木や美しい花があります。

ある土曜日、たかしはみゆきに言いました。「今日は自然を見に行こう！」みゆきはうれしそうにうなずきました。二人は公園に行きました。

公園では、小鳥がさえずり、風がやさしく吹きます。たかしは木の下で、みゆきと一緒に座りました。「あの木は大きいね」とたかしが言います。「うん、きれいだね」とみゆきは答えました。

みゆきは草の上にしゃがんで、花を見ました。「この花は赤いね、かわいい！」たかしも近くに行って、花を見ました。「ほんとうだ、いい匂いがする！」

二人は自然の中で笑い、たくさんのことを話しました。時間がたつのが早いです。夕方になり、たかしは言いました。「また来週、自然を見に来よう！」

みゆきは笑顔でうなずきました。二人は友達として、自然の美しさを楽しんだのです。"
43,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""自然""
Characters: たかし, みゆき

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",たかしとみゆきは、山にハイキングに行きました。朝、青い空と緑の木を見て、二人は笑いました。「きれいな自然だね」とみゆきが言いました。たかしは「そうだね、ここに来てよかった」と答えました。途中で、小川の水を飲み、新鮮な空気を吸いました。楽しい一日でした。
43,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 車、早い、道、多様性

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜ようだ
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある晴れた日、太郎は新しい車を手に入れました。車は早く走ることができ、道をスイスイと進みます。太郎は友達とドライブをすることにしました。「今日は多様性のある景色を見に行こう！」と太郎が言います。

友達は「いいね！いろいろな場所に行こう！」と笑いました。車は山を越え、海を見に行く途中で、たくさんの花や木を見ました。太郎は「この景色は素晴らしいね。まるで夢のようだ」と言いました。

友達も「本当にそうだね！車があるから、いろんなところに行ける」と嬉しそうに答えました。そして、二人は楽しい一日を過ごしました。午後になり、夕日がきれいに沈むと、太郎は「またここに来よう」と心に決めました。"
43,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ200文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に住んでいるタロウという男がいました。タロウは釣りが大好きで、毎日川に行きました。ある朝、タロウは大きな魚を見つけました。その魚はとても美しかったです。タロウは魚を釣るために、一生懸命がんばりました。やっと、魚を釣ることができました。

村に帰ると、みんなが見ました。タロウは魚を村の人に分けました。みんなは笑顔で「ありがとう」と言いました。タロウはとても幸せでした。友達と一緒においしい魚を食べて、楽しい時間を過ごしました。村には笑い声があふれました。タロウは、友達と分け合うことが大切だと知りました。"
44,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: みゆき, ちひろ
テーマ: 「家族」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","みゆきとちひろは姉妹です。ある日、家族でピクニックに行くことにしました。お母さんはサンドイッチを作り、お父さんは飲み物を用意しました。みゆきとちひろは、お弁当を大きなバスケットに入れました。

公園に着くと、みんなはシートを広げました。お母さんが美味しいサンドイッチを食べると、みゆきは「おいしいね！」と言いました。ちひろも「もっと食べたい！」と笑います。二人はお父さんと一緒に遊びました。

遊んでいるうちに、ちひろが転んでしまいました。みゆきはすぐに立ち上がり、ちひろを助けました。「大丈夫？」と聞くと、ちひろは「うん、ありがとう」と言いました。みゆきは優しいお姉さんです。

その後、家族みんなで楽しく遊びました。夕方、運動会をしているみたいに笑いました。家族の時間はとても大切です。みゆきとちひろは、家族が大好きだと心から思いました。"
44,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""家族""
Characters: みゆき, ちひろ

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",みゆきとちひろは姉妹です。ある日、二人は公園に行きました。みゆきは花を見つけて、ちひろに見せました。「きれいね！」とちひろが言います。二人は一緒に笑いました。その後、家に帰ると、お母さんがクッキーを作っていました。家族みんなで食べました。幸せな時間でした。
44,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 毎日、静か、川、仮定

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜てみる
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","毎日、静かな川のそばで、友達と遊ぶことが楽しみだった。ある日、私たちは仮定の話を始めた。「もしも、川が話せたら、どんなことを教えてくれるだろう？」と友達が言った。「きっと、たくさんの秘密を知っているよ。」と私も答えた。

その時、川の水がきらきら輝いているのを見て、私は思いついた。「川に近づいて、声を出してみる！」と言った。友達は驚いて、「本当に大丈夫？」と心配していたが、私は少し笑って、川に向かって言った。「こんにちは、川さん！」

すると、不思議なことに、風がそよぎ、川の音がまるで返事をしているように聞こえた。私たちは顔を見合わせ、笑った。私たちの仮定は、少しだけ本当になったように思えた。その瞬間、川はただの水ではなく、私たちの友達になった。"
44,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ250文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、さくらはかわいい猫を見つけました。猫は小さくて、白い毛がありました。さくらは「こんにちは！」と言って、猫をなでました。猫はうれしそうに、ゴロゴロと鳴きました。

さくらは猫を家に連れて帰ることにしました。家に着くと、猫は家の中を探しました。さくらは、猫のためにごはんを用意しました。でも、猫はごはんを食べませんでした。

さくらは心配になりました。「どうしたのかな？」と思いました。すると、猫は窓の外を見て、急に走り出しました。外には友だちの犬がいました。猫は犬と一緒に遊びたかったのです。

さくらは、猫が幸せならいいと思いました。猫と犬は仲良く遊びました。それを見て、さくらはニコニコしました。猫はさくらの友だちになりました。これからも一緒に遊ぶことができるでしょう。"
45,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: しんじ, はなこ
テーマ: 「スポーツ」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","しんじとあかりは友達です。二人は毎週土曜日に公園でサッカーをします。今日はとてもいい天気です。しんじはサッカーが大好きです。はなこもサッカーが上手です。

しんじはボールを持って、はなこにパスします。「受け取って！」と叫びます。はなこはボールを受け取り、すぐにゴールに向かって走ります。「よし、シュート！」と叫びながら、はなこは力いっぱいボールを蹴ります。

ボールはゴールに入ります！「やった、ゴールだ！」と二人は一緒に喜びます。しんじははなこをハイタッチしました。「次も頑張ろう！」としんじは言います。

二人はまたサッカーを続けます。楽しい一日でした。スポーツは友達をもっと近くにします。春の空の下、しんじとはなこの笑い声が響きます。"
45,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""スポーツ""
Characters: しんじ, はなこ

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",しんじとはなこは、サッカーが大好きです。ある日、一緒に公園で練習しました。しんじはドリブルが上手で、はなこはシュートが得意です。二人は笑いながらボールを蹴り合いました。最後に、はなこがゴールを決めて、大喜びしました。「やったね！」としんじが言いました。彼らは友達として、もっと練習することを決めました。
45,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 犬、忙しい、帽子、仮定

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜ようだ
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある日、忙しい男が公園を歩いていました。彼は青い帽子をかぶっていて、楽しそうに見えました。すると、犬が彼の足元に駆け寄ってきました。男は犬を見て、「君は迷子かな？」と思いました。

男は犬の首輪を見て、名前が「ポチ」と書いてあるのを見つけました。「仮定してみよう。ポチはここで待っているんだろうか？」男は考えました。周りを見渡すと、ポチの飼い主がいないようでした。

男はポチを連れて、飼い主を探し始めました。公園の中を歩きながら、男は「ポチ、君の飼い主を見つけよう」と言いました。ポチは尻尾を振りながら元気に走り出しました。

しばらくして、女の人が急いでやってきました。「ポチ！」と叫びました。男はほっとして、「やっと見つかったようだ」と思いました。ポチの飼い主が現れて、男は笑顔で彼女にポチを返しました。"
45,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ300文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、さくらという女の子がいました。さくらは毎朝、近くの公園に行きます。公園には大きな木があります。さくらはその木の下で、本を読むのが好きです。

ある日、さくらは公園で小さい犬を見つけました。犬はかわいいけれど、ひとりぼっちでした。さくらは犬に近づきました。「こんにちは、あなたの名前は何ですか？」と聞きました。犬は何も言いませんが、しっぽをふって、さくらに近づきました。

さくらは犬を家に連れて帰ることにしました。名前を「ポチ」とつけました。ポチは毎日、さくらと一緒に遊びます。二人はすぐに友達になりました。

ある日、さくらはポチと公園に行きました。みんなが遊んでいるのを見て、さくらは「私たちも遊びましょう！」と言いました。ポチは楽しそうに走り回りました。さくらも笑顔になりました。

この日から、さくらとポチは毎日公園で遊びました。二人はずっと一緒にいて、幸せでした。友達がいることは、とても大切です。"
46,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: かずき, みさき
テーマ: 「旅行」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","かずきとみさきは、友だちです。二人は旅行に行くことにしました。春の日、早く起きて、駅へ行きました。かずきは「今日は楽しい旅行にしよう！」と言いました。みさきは「うん、いいね！」と笑いました。

電車に乗ると、窓から景色が見えます。山や川、そして花がいっぱいです。かずきは「見て！あの花、きれい！」と言いました。みさきも「本当にきれい！」と答えました。

駅について、二人はお弁当を食べました。お弁当はおいしくて、二人は幸せでした。その後、山に登ることにしました。山の上は空が青く、風が気持ちいいです。

みさきは「ここからの景色、すごい！」と言い、かずきも同じ気持ちでした。二人は写真をたくさん撮りました。そして、楽しい思い出ができました。帰りの電車で、二人は「また旅行しようね！」と約束しました。"
46,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""旅行""
Characters: かずき, みさき

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",かずきとみさきは、旅行に行きました。二人は新しい町を探検しました。市場でおいしい果物を買い、公園で Pikachu のぬいぐるみを見つけました。夜、夕日を見ながら、アイスクリームを食べました。「楽しいね！」とみさきが言いました。「うん！」と笑ってかずきが答えました。
46,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 土曜日、まだ、買う、技術

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜らしい
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","土曜日の朝、健太はまだ寝ていました。外は晴れていて、友達と出かけるのにいい日です。お母さんが、「早く起きなさい。買い物に行くよ」と言いました。健太は起き上がり、急いで朝ごはんを食べました。

ご飯の後、二人は町に向かいました。お母さんは新しい技術の家電を買うために、家電店へ行きたかったのです。店に着くと、たくさんの家電が並んでいます。健太は、面白い機械を見つけました。「これ、すごいね！」と言うと、お母さんは「この機械は、音楽を自動で作るらしいよ」と教えてくれました。

健太はそれを見て、自分もああいう技術を学びたいと思いました。買い物を楽しんだ後、家に帰りました。楽しんで、いろんなことを学ぶ土曜日でした。"
46,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ200文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","山の中に小さな村がありました。村には友達がたくさんいました。ある日、友達のタケシが「今日は冒険をしよう！」と言いました。みんなは大きな木の下に集まりました。

「どこに行く？」とユキが聞きました。タケシは「川に行こう！」と言いました。みんなは楽しく川まで歩きました。川の水は冷たくて、みんなは笑いました。

遊び終わった後、村に帰る途中、夕日がきれいに輝いていました。友達は手をつないで「また冒険をしよう！」と言いました。村についた時、みんなの心は幸せでした。"
47,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: さくら, みさき
テーマ: 「学校生活」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","さくらとみさきは、同じ学校の友達です。毎日、一緒に学校に行きます。二人は朝、駅で待ち合わせをします。

ある日、さくらが「みさき、この絵を見て！」と言いました。さくらは、やさしい花の絵を描いていました。みさきは「すごい！上手だね！」とほめました。

学校に着くと、クラスで美術の授業が始まりました。先生は新しい絵を描くことを教えました。二人は一緒に絵を描くことにしました。さくらは花を描き、みさきは鳥を描きました。

授業が終わると、二人は自分の絵を見せ合いました。「あなたの鳥はかわいい！」とさくらは言いました。「さくらの花はきれいだね！」とみさきもほめました。

放課後、二人は校庭で遊びました。友達と一緒に過ごす時間はとても楽しいです。さくらとみさきは、学校生活を大好きです。毎日、たくさんの思い出ができました。"
47,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""学校生活""
Characters: さくら, みさき

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",さくらとみさきは、学校で友だちです。毎朝、一緒に登校します。今日は体育の授業がありました。さくらはバスケットボールが好きで、みさきはサッカーが得意です。放課後、二人は公園で遊びました。楽しい時間が過ぎて、笑顔で帰りました。
47,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 作る、山、明日、客観

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜らしい
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある日、太郎は山に登ることに決めました。明日、友達を連れて行く予定です。太郎は、山の上で楽しい時間を作るために、いろいろな準備をしました。おにぎりやお茶を作り、遊ぶ道具も用意しました。

太郎は、山で見た美しい風景を思い浮かべました。大きな木や、花が咲いている様子が客観的に思い出されます。山の上で過ごす時間は、みんなにとって特別なものらしいと感じました。

次の日、友達が集まり、山に向かいました。空は青く、太陽が輝いています。みんなで楽しく遊び、昼ごはんを食べました。その時、太郎はこの楽しさを、ずっと思い出に残ることでしょう。山の風景と友達との笑顔が、心に刻まれました。"
47,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ250文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に男の子が住んでいました。彼の名前はタロウです。タロウは毎日、川の近くで遊びます。ある朝、川で不思議な光を見つけました。光をたどると、小さな魚がいました。魚は「助けて！私は魔法の魚です。願いを一つかなえてあげます」と言いました。

タロウは考えました。「僕は友達がほしい。」すると魚は「わかった！」と言い、光を放ちました。すると、タロウの前にたくさんの子どもたちが現れました。みんなで遊び始め、楽しく歌いました。

タロウはとても幸せでした。彼は魚に「ありがとう！」と言いました。魚は微笑んで、川の中に帰りました。タロウは友達と一緒に、毎日楽しく過ごしました。彼は魔法の魚がくれた友情を、大切にしました。"
48,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: ゆうた, えみ
テーマ: 「冒険」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","ある日、ゆうたとえみは森に行きました。二人は冒険が大好きです。森の中で、きれいな花や元気な鳥を見ました。ふと、見たことのない道を見つけました。

「この道を行こう！」とゆうたが言いました。えみも「うん、行こう！」と言いました。道を進むと、大きな山が見えました。山のてっぺんに、光る宝石があると言われていました。

「山に登ろう！」とゆうたが言いました。二人は一生懸命に登り始めました。途中で転んだり、滑ったりしましたが、あきらめませんでした。やっとのことで山のてっぺんに着きました。

すると、そこには本当にきれいな宝石がありました。二人は大喜びで、宝石を手に取りました。「これを持って帰ろう！」とえみが言いました。

二人は宝石を大切に持って、家に帰りました。冒険の思い出が、ずっと二人の心に残るでしょう。"
48,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""冒険""
Characters: ゆうた, えみ

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",ある日、ゆうたとえみは森を探検することにしました。大きな木を見つけ、「あの木の上に登ってみよう」とゆうたが言いました。えみは少し怖がりましたが、「行こう！」と答えました。二人は木に登り、素晴らしい景色を見ました。その瞬間、彼らの心は冒険でいっぱいになりました。
48,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 今日、有名、先生、制度

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜ようにする
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","今日は、学校で有名な先生が来ました。彼は教育制度についてとても詳しい人です。みんなはドキドキしながら教室に入りました。先生は笑顔で、「今日は一緒に学びましょう」と言いました。生徒たちはその言葉を聞いて、安心しました。

授業が始まると、先生は制度の重要性を説明しました。「良い制度があれば、人々は幸せになれるようにする」と話しました。生徒たちはメモを取りながら、先生の言葉に耳を傾けました。

最後に、先生は「みんなも自分の夢を大切にしよう」と言いました。その言葉に触発されて、生徒たちは自分の将来について考えるようになりました。今日はとても楽しく、ためになる1日でした。"
48,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ225文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に住む少年、タクは猫を見つけました。猫は、茶色の毛で目が大きかったです。タクは猫を家に連れて帰りました。母は猫を見ると、「この猫はきっと幸せだよ」と言いました。タクは毎日猫に餌をあげたり、一緒に遊んだりしました。

ある晩、タクは夢を見ました。夢の中で、猫は話しました。猫は「ありがとう、タク。君のおかげで幸せです」と言いました。タクはびっくりしましたが、嬉しかったです。次の日から、タクと猫はもっと仲良くなりました。

村の人たちも猫を好きになりました。タクは猫と一緒に公園に行くのが好きでした。猫はいつもタクの後についてきました。やがて、タクと猫は村中の人気者になりました。二人はいつまでも友達でした。"
49,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: みお, はるき
テーマ: 「学校生活」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","みおとはるきは同じクラスの友達です。毎日、一緒に学校へ行きます。今日も、ふたりは朝早く家を出ました。

学校に着くと、教室にはもう友達がいました。みおは友達に「おはよう！」と言いました。はるきも「おはよう！」と笑いました。

授業が始まりました。今日は算数の時間です。みおは算数が好きですが、はるきはちょっと苦手です。先生が問題を出すと、みおはすぐに手を挙げました。「はい！わかります！」みおが答えると、先生は「素晴らしい！」と褒めました。

休み時間、みおとはるきは外で遊びました。友達と一緒に鬼ごっこをして、みんなで楽しかったです。はるきは走るのが速いので、みおは「速いね！」と驚きました。

午後、授業が終わると、ふたりは一緒に帰ります。「明日も遊ぼう！」とみおが言いました。「うん、絶対に！」と、はるきは笑顔で答えました。学校生活はいつも楽しいです。"
